identifiant,L'Express,Télérama,Brazil,Les Fiches du Cinéma,Les Inrockuptibles,Le Figaroscope,Cahiers du Cinéma,Le Point,Bande à part,Le Monde,20 Minutes,Télé Z,Ciné Live,So Film,La Septième Obsession,Le Quotidien de Paris,Chicago Sun-Times,Elle,BIBA,Télé Loisirs,Les Echos,Le Journal du Geek,Sud Ouest,Marianne,GQ,Metro,Le Figaro,Marie Claire,La Voix du Nord,Franceinfo Culture,Time Out Paris,France Soir,Obejctif-Cinema.com,La Tribune,Femme Actuelle,L'Obs,Gala,Télé Câble Sat,Ouest France,Abus de Ciné,L'Aurore,Positif,Impact,Konbini,TéléCinéObs,Mad Movies,Chronic'art.com,Critikat.com,Paris Match,La Croix,TF1 News,Télé 7 Jours,Rolling Stone,IGN France,Télé 2 semaines,Dvdrama,Le Parisien,Aden,L'Humanité,Courrier International,Closer,CinemaTeaser,Le Dauphiné Libéré,Filmsactu,Excessif,Charlie Hebdo,Ecran Large,Le Journal du Dimanche,VSD,Fantastikindia,Public,Première,LCI,Transfuge,Téléstar,CNews,Libération,Slate,Voici,Studio Magazine,Studio Ciné Live,Dernières Nouvelles d'Alsace,Le Soir,L'Ecran Fantastique,Culturopoing.com,aVoir-aLire.com
257022,Pas mal,Pas mal,,Pas mal,,,,,,Pas terrible,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,Pas terrible,,,,,,Pas mal,,,,,,,,,,Pas mal,,,,,Très mauvais,,Très bien,,,,,,,,,Très bien,,,,Très mauvais,,,,Pas mal,,,,,,,,Pas mal,,Pas mal
233998,Très bien,,,Très bien,Très bien,,,Très bien,,Très bien,Chef-d'oeuvre,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,,Très bien,,,,,,,Très bien,,,Très bien,,,,,,,Chef-d'oeuvre,,Pas terrible,,Très bien,,,,Très bien,,,Très bien,,,,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,,,Chef-d'oeuvre,Très bien,,,,Très bien,,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,Très bien,,
173109,Pas mal,Très mauvais,,Pas mal,Pas terrible,,Très mauvais,,,Pas mal,Très bien,,,,,,,,,,,,Pas terrible,,,,Très bien,,,Très bien,,,,,,,,,Très bien,,,Pas mal,,,,,,Pas terrible,,,,,Chef-d'oeuvre,,,,Très bien,,,,Très bien,Chef-d'oeuvre,Très bien,,,,Pas mal,Pas mal,,,,Très bien,,,,Très bien,,,,,,Très bien,,,,Pas mal
247014,Pas mal,Très bien,,Pas terrible,Pas mal,,Pas terrible,,Très bien,Très bien,Très bien,,,,,,,Pas mal,Très bien,,,,Très bien,Chef-d'oeuvre,,,Très mauvais,,Très bien,Chef-d'oeuvre,,,,,Chef-d'oeuvre,Pas mal,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,,Très mauvais,,Très bien,,Très bien,,,Chef-d'oeuvre,,Pas mal,,,,,,Pas terrible,,,,,Très bien,,,,Pas mal,,,,Très bien,Très bien,,Très bien,,,Chef-d'oeuvre,,,,Très bien
253927,Pas mal,Très bien,,Pas mal,Très mauvais,,Très mauvais,Très bien,Très bien,Pas mal,Très bien,,,,,,,,Chef-d'oeuvre,Très bien,,,Chef-d'oeuvre,Très bien,,,Très bien,,Très bien,,,,,,Très bien,Très bien,,,Très bien,,,Très bien,,,,,,,Très bien,Très bien,,Très bien,Pas mal,,,,Très bien,,,,Très bien,Chef-d'oeuvre,Très bien,,,,Pas mal,Pas mal,,,,Pas mal,,,,Très bien,Très bien,,Très bien,,,,,,,Très bien
266097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227364,Pas mal,Pas mal,,Pas terrible,Très mauvais,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,Très bien,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,Pas mal,,,,,,,Très mauvais
242475,Pas mal,Très mauvais,,Pas mal,Pas terrible,,,,,Pas terrible,,,,,,,,,,Pas mal,,,,,,,Pas terrible,,Pas mal,Pas terrible,,,,,Très bien,Pas terrible,,,Pas terrible,,,Pas terrible,,,,Très mauvais,,,,Pas terrible,,,,,,,Très bien,,,,,Pas terrible,,,,,Pas mal,Pas mal,,,,,,,,Pas mal,Pas terrible,,Pas mal,,,,,,,
142913,,Pas mal,,,Pas mal,,,,,Très mauvais,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,Très bien,,,,,,,,,,Très mauvais,,,Pas mal,,Pas mal,,,Pas mal,,,,,,,,,,Très mauvais,,,,,Pas terrible,Très bien,,,Pas mal,,,,,,,,,,Pas terrible
120788,,Très bien,,Pas mal,Pas mal,,Pas terrible,Très bien,,Pas mal,Très bien,,,,,,,Pas mal,,Pas mal,,,Très bien,,,,Très bien,Très bien,Très bien,Très bien,,,,,Très bien,Pas mal,,,Très bien,,,Pas terrible,,,,,,Pas terrible,,Pas mal,,Très bien,Très bien,,,,Pas mal,,,,,Très bien,,,,,Pas mal,Pas mal,,,Très bien,Pas terrible,,,,,Très bien,,Très bien,,,,,,Pas mal,
262694,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,Chef-d'oeuvre,,,,Très bien,,,,Très bien,Très bien,,,Très bien,Très bien,,,Chef-d'oeuvre,Pas mal,Chef-d'oeuvre,Chef-d'oeuvre,,,,,Chef-d'oeuvre,Très bien,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,,Pas terrible,Chef-d'oeuvre,Très bien,,Très bien,Chef-d'oeuvre,,,,Très bien,,Chef-d'oeuvre,,,Très bien,Chef-d'oeuvre,,,,Très bien,Très bien,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,Chef-d'oeuvre,Très bien,,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,
241153,Pas terrible,Chef-d'oeuvre,,Pas mal,Pas mal,,,,,Très bien,,,,,,,,,,,,Pas mal,Pas mal,,,,Très bien,,,Pas mal,,,,,,Très mauvais,,,Très bien,,,Pas mal,,,,,,Pas terrible,,,,,Très bien,,,,Très bien,,,,,,,,,,Très bien,Pas mal,,,,Pas mal,,,,Très bien,,,Pas mal,,,,,,,Très bien
258805,Chef-d'oeuvre,Très bien,,Très bien,Pas mal,,Très bien,Très bien,,Très bien,Très bien,,,,Pas mal,,,Très bien,,Très bien,,Pas mal,,Pas terrible,,,Très bien,,Chef-d'oeuvre,Chef-d'oeuvre,,,,,Très bien,Pas mal,,,Pas terrible,,,Pas terrible,,,,,,Très mauvais,,Pas mal,,,Chef-d'oeuvre,,,,Très bien,,Très bien,,,Très bien,,,,Chef-d'oeuvre,Pas mal,Très bien,,,,Pas mal,,Pas mal,,,Très bien,,,Chef-d'oeuvre,,Très bien,,,,Pas mal
248830,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,Pas mal,,,,Pas terrible,,,,,,,Pas mal,,,,,,,Pas mal,Pas mal,,,Pas mal,,,,,,,,,,,,,,,Pas terrible,,,,,Très mauvais,,Pas terrible,,,,,Pas terrible,,
232771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262933,Pas mal,Très bien,,Très bien,Très bien,,Pas mal,,Très bien,Pas terrible,Très bien,,,,Très bien,,,,,Chef-d'oeuvre,,,,,,,Très mauvais,Très bien,,Très bien,,,,,,Très mauvais,,,,,,Pas terrible,,,,Très mauvais,,Pas terrible,Très bien,,,,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,,,,,,,,Chef-d'oeuvre,Très bien,,,,Très bien,,Chef-d'oeuvre,,,Pas terrible,,Pas mal,,,,,,Chef-d'oeuvre,Très bien
255721,,Très mauvais,,,,,Très mauvais,,,Pas terrible,Très bien,,,,Très mauvais,,,,,,,,,,,,,,Pas mal,Pas mal,,,,,Très bien,Très bien,,,,,,Pas terrible,,,,,,Chef-d'oeuvre,,Pas terrible,,,Pas mal,,,,Pas terrible,,,,Très bien,,Pas mal,,,,Pas terrible,,,,,Très mauvais,Très bien,Pas terrible,,,,,,,,,,,,Très mauvais
248258,,Très mauvais,,Pas terrible,,,,,,Très mauvais,,,,,,,,,,,,Très mauvais,,,,,Très mauvais,,,,,,,,,,,,,,,Pas terrible,,,,Pas terrible,,Pas terrible,,,,,,,,,Pas terrible,,,,,,,,,,Pas mal,Très mauvais,,,,,,,,,Très mauvais,,,,,,,Pas mal,Pas terrible,Pas mal
130336,Très mauvais,Pas mal,,Pas mal,Pas mal,,Très mauvais,Pas mal,Pas terrible,Très bien,Très bien,,,,,,,,,Très bien,,,,,Pas terrible,,Très bien,,,Très bien,,,,,,Pas terrible,,,,,,Pas terrible,,,,Pas mal,,Pas terrible,,,,Pas mal,Pas mal,Très bien,,,Chef-d'oeuvre,,,,Très bien,Très bien,,,,,Pas terrible,Pas mal,Pas mal,,Très bien,Très bien,,,,Pas mal,Très mauvais,,Très bien,,,,,,,Très bien
252896,Pas mal,Très bien,,Très bien,,,Pas mal,,Très bien,Très bien,Très bien,,,,,,,,,Très bien,,,Très bien,,,,Très bien,,Chef-d'oeuvre,,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,,,Très bien,,Très bien,,,,,,,Très bien,,Très bien,,,,,,,,,Très bien,,,,Chef-d'oeuvre,Très bien,,,Très bien,Chef-d'oeuvre,,Très bien,,,,,,,Très bien
256968,Très bien,Très bien,,Pas terrible,,,,Chef-d'oeuvre,Très bien,Pas terrible,Très bien,,,,,,,,,Pas mal,,,,Très bien,,,Très bien,,Très bien,Pas mal,,,,,Très bien,Pas mal,,,Très bien,,,Pas mal,,,,,,Pas terrible,Très bien,Très bien,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,Pas mal,,,,,,,Chef-d'oeuvre,,,Très bien,,,,Pas mal
218476,,Très mauvais,,Pas mal,Pas mal,,,,Pas mal,Pas terrible,Très bien,,,,,,,,,Très bien,,Très bien,,,,,Très bien,,,,,,,,Très bien,,,,Très bien,,,Pas terrible,,,,Très mauvais,,,,Pas mal,,,,,,,,,,,,,,,,,,Pas mal,,,,Pas mal,,,,Très bien,Pas terrible,,Pas mal,,,Très bien,,Pas mal,,Pas mal
218265,,Pas mal,,,Pas mal,,,Pas mal,,Pas mal,,,,,,,,,,,,Chef-d'oeuvre,Très bien,,,,Très bien,,,Très bien,,,,,,,,,Pas mal,,,Pas terrible,,,,,,Pas terrible,Très bien,,,,Très bien,Très bien,,,Très bien,,,,,,Très bien,,,,Très bien,,,,,Pas mal,Très bien,,,,Pas terrible,,,,,,,,,Pas mal
264011,Chef-d'oeuvre,Chef-d'oeuvre,,Pas mal,Très bien,,Très bien,Très bien,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,Très bien,Très bien,,,,,,,,Très bien,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,Très mauvais,,Pas mal,,Très bien,,,,,,,Pas terrible,,,,,Pas terrible,,,,,Très bien,Très bien,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,Très bien,,Pas terrible,,,,,Pas mal,Très bien,
247007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250627,,Très mauvais,,,,,,Très mauvais,,Pas terrible,,,,,,,,,,,,Très mauvais,,,,,Très mauvais,,Pas terrible,,,,,,,Très mauvais,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,,,,,,,,Pas terrible,Pas mal,,,,Pas mal,Très bien,,,Pas mal,Très mauvais,,,,,,,,,Pas mal
261633,Très bien,Très bien,,Pas mal,Pas mal,,,,,Pas terrible,Très bien,,,,,,,Très bien,Chef-d'oeuvre,,,,,,Chef-d'oeuvre,,Pas mal,,Très bien,,,,,,Chef-d'oeuvre,Pas mal,,,Très bien,,,Très bien,,,,,,,,,,Très bien,,,,,Très bien,,,,Très bien,Très bien,,,,,Très bien,Très bien,,,,Pas mal,,,,,,,Chef-d'oeuvre,,,,,,,Très bien
260363,Pas mal,Pas mal,,Pas terrible,,,,,,Pas terrible,,,,,,,,Pas mal,Très bien,Pas mal,,,,,,,Très mauvais,,Pas terrible,,,,,,,Très mauvais,,,Très mauvais,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,,,Très bien,,Pas mal,,,,,Pas terrible,,,,Très mauvais,Très bien,,,,,,Très bien,,,,,,,Pas mal
238132,Très bien,Pas mal,,,Pas mal,,Pas terrible,Très bien,Pas terrible,Pas terrible,,,,,,,,Très bien,,Très bien,,Pas mal,Pas mal,,Très bien,,Très bien,,Chef-d'oeuvre,Très bien,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,Pas mal,,,,,,,Très bien,Très bien,,Pas mal,Très bien,,,,Très bien,,Pas terrible,,Très bien,Chef-d'oeuvre,Très bien,Très bien,,,Très bien,Chef-d'oeuvre,,,Très bien,Très bien,Chef-d'oeuvre,,,,Très bien,,Très bien,,,Très bien,,,,Chef-d'oeuvre
245006,,Très mauvais,,,Pas terrible,,,Pas terrible,Chef-d'oeuvre,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,Très bien,Très bien,,,Très bien,,,,,,Très bien,Très bien,,,Pas terrible,,,,,Très bien,,,,Très bien,,,,,,,,,,Pas terrible
208692,,Pas mal,,,,,Très mauvais,,,,Très bien,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,Pas terrible,,,,,,,,,,Très mauvais,,Pas mal,,,,,,Pas terrible,,,Pas terrible,,,,,Pas terrible,Pas mal,,,,Pas mal,Pas mal,,,Très bien,Pas terrible,,,,,,,,,,Très bien,,Chef-d'oeuvre,,Pas mal
256813,Très bien,Pas mal,,Pas mal,Très mauvais,,Pas terrible,,,Pas mal,Très bien,,,,,,,,,Très bien,,,Pas terrible,,Très bien,,Très mauvais,Pas terrible,Pas terrible,,,,,,,Pas mal,,,Très mauvais,,,Pas terrible,,,,,,,,Pas mal,,Pas mal,Pas mal,,,,Très bien,,,,,Pas mal,Pas terrible,,,,,Pas terrible,,,,Pas terrible,,,,Très bien,Pas mal,,Pas mal,,,Pas mal,,,,
235236,Pas terrible,Pas mal,,Pas mal,Très mauvais,,,,Très bien,Pas terrible,,,,,,,,,,Pas mal,,,,,,,Très mauvais,,,,,,,,Très bien,Très bien,,,,,,Très mauvais,,,,,,,,Pas mal,,Pas mal,,,,,Pas mal,,Très bien,,Très bien,,Très bien,,,,Pas mal,Pas mal,Pas mal,,Très bien,Pas mal,,,,Très bien,Très mauvais,,Pas mal,,,,,,,Pas mal
236733,Pas terrible,Très mauvais,,Pas terrible,,,,,,,,,,,,,,,,,,Très mauvais,,,,,Pas mal,,,Pas mal,,,,,,Très mauvais,,,,,,Pas terrible,,,,,,Pas terrible,,,,Pas terrible,,Pas terrible,,,Très bien,,,,,,Pas terrible,,,,Très bien,Pas mal,,,,Pas mal,,,,Pas mal,,,,,,,,,,Pas terrible
262394,,Très mauvais,,Très mauvais,Très mauvais,,Très mauvais,Très bien,,Pas mal,Très bien,,,,,,,,,,,,,,,,Très bien,,Pas terrible,,,,,,Très bien,Très mauvais,,,,,,Très mauvais,,,,,,,Très mauvais,,,Pas terrible,,,,,Pas terrible,,,,Très bien,,Pas mal,,,,Très mauvais,Pas terrible,,,Très bien,Pas terrible,,,,,,,,,,Pas mal,,,,Pas mal
240435,Chef-d'oeuvre,Chef-d'oeuvre,,Chef-d'oeuvre,Pas terrible,,Pas mal,Très bien,Chef-d'oeuvre,Pas mal,Chef-d'oeuvre,,,,Pas mal,,,Chef-d'oeuvre,Très bien,Très bien,,Très bien,Très bien,Très bien,,,Chef-d'oeuvre,,Chef-d'oeuvre,Chef-d'oeuvre,,,,,Très bien,Très bien,,,Très bien,,,Chef-d'oeuvre,,,,,,Pas terrible,,Chef-d'oeuvre,,Très bien,Très bien,,,,Chef-d'oeuvre,,Chef-d'oeuvre,,,Chef-d'oeuvre,Chef-d'oeuvre,,,,Très bien,Chef-d'oeuvre,,,,Très bien,Chef-d'oeuvre,Pas terrible,,Chef-d'oeuvre,Très bien,,Chef-d'oeuvre,Chef-d'oeuvre,,Chef-d'oeuvre,,,,Très bien
247319,,Très bien,,,Très bien,,Pas terrible,Très bien,Très bien,Pas mal,Très bien,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,,,,,,,,,Très bien,,,Pas mal,,,,,,Très bien,,,,,,Très bien,,,,Chef-d'oeuvre,,Très bien,Très bien,Pas mal,,,,,,,,,,,,Très bien,,,,,Très bien,Pas mal,,,,Très bien,,Très bien,,,Très bien,,Chef-d'oeuvre,,,,,,,Très bien
138600,Très mauvais,Très mauvais,,Très mauvais,Pas mal,,Très mauvais,,,Pas terrible,,,,,Très bien,,,,,,,,,,,,Très bien,,,Très bien,,,,,,Très mauvais,,,Très bien,,,Très mauvais,,,,Très bien,,Très mauvais,Très mauvais,,,,Pas mal,,,,Très bien,,Très mauvais,,,Pas mal,,,,,Très bien,Pas terrible,,,,Pas terrible,,Chef-d'oeuvre,,,Très mauvais,,,,,,,Très bien,Très bien,Très bien
256184,Très bien,Très bien,,,,Très bien,,,,Très mauvais,,,,,,,,Très bien,,Très bien,,,Très bien,,,,Très bien,,,Très bien,,,,,Chef-d'oeuvre,Très mauvais,,,,,,Très bien,,,,,,,,Très bien,,Pas mal,,,Très bien,,Très bien,,,,Très bien,,,,,,Pas mal,Très bien,Pas mal,,,Très mauvais,,,,Pas mal,Pas mal,,Pas mal,,,,,,,
254690,,Très mauvais,,Pas terrible,Très mauvais,,,,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,Pas terrible,,,,,,,,,Pas mal,,,,,,Très mauvais,,,,Pas terrible,,,,,Très mauvais,,,,,,,Pas mal,,,,,,,Pas mal
250095,,Chef-d'oeuvre,,,Très mauvais,,,Chef-d'oeuvre,Pas mal,Très bien,Chef-d'oeuvre,,,,Très bien,,,,,Chef-d'oeuvre,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Chef-d'oeuvre,,,,,,,Très bien,,,,,Chef-d'oeuvre,,,,,Pas mal,Chef-d'oeuvre,,,,Chef-d'oeuvre,,,,,Chef-d'oeuvre,,,,,,,,Chef-d'oeuvre,Chef-d'oeuvre
252378,Très bien,Très bien,,Très bien,Très bien,,Chef-d'oeuvre,,Chef-d'oeuvre,Pas mal,Très bien,,,,Pas terrible,,,,Très bien,,,,Très bien,,,,,Pas mal,Très bien,Pas mal,,,,,Très bien,Pas mal,,,,,,Pas mal,,,,,,Pas terrible,Très bien,Très bien,,,Chef-d'oeuvre,,,,,,Pas mal,,,Chef-d'oeuvre,,,,,Très bien,Pas mal,,,,Très bien,,,,Très bien,Très bien,,Très bien,,,,,,Pas mal,Très bien
228972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135374,Très bien,Très bien,,Très bien,Très bien,,Très bien,Chef-d'oeuvre,,Pas mal,Très bien,,,,Très mauvais,,,,,Chef-d'oeuvre,,,Chef-d'oeuvre,Chef-d'oeuvre,Chef-d'oeuvre,,Très bien,,Très bien,Pas mal,,,,,Très bien,Très bien,,,Chef-d'oeuvre,,,Très bien,,,,Pas mal,,Très mauvais,,Pas mal,,,Pas mal,Chef-d'oeuvre,,,Très bien,,Pas terrible,,Chef-d'oeuvre,Pas mal,,,,,Pas mal,Très bien,,,,Chef-d'oeuvre,,,,Très bien,Pas mal,,Très bien,,,,,Pas mal,Chef-d'oeuvre,Chef-d'oeuvre
232214,,,,,,,,,,Très mauvais,,,,,,,,,,Très bien,,,,,,,Pas mal,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,Pas terrible,,Pas terrible,,,Très bien,,,,Très bien,,Pas mal,,,,Pas mal,,,,,Pas mal,,,,,,,,,,,,Pas mal,,Pas terrible
211892,,Très bien,,Pas mal,Pas terrible,,Pas terrible,,,Pas terrible,,,,,,,,,,Chef-d'oeuvre,,,Très bien,,,,Pas mal,Pas mal,,,,,,,Très bien,Pas mal,,,Très bien,,,Pas terrible,,,,,,Pas terrible,Pas mal,Très bien,,,Très bien,,,,Très bien,,,,,Pas mal,,,,,,Très bien,,,,Très bien,,,,Très bien,Pas terrible,,Très bien,,,,,,Très mauvais,Très bien
257923,,Pas mal,,Pas mal,Pas terrible,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,Pas mal,,,Très bien,,,,,,Pas mal,,,Pas mal,,,Pas mal,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,Pas terrible,,,,Pas mal,,,,Très bien,,,Pas mal,,,,,,,
255426,Très bien,Chef-d'oeuvre,,Très bien,Chef-d'oeuvre,,Très bien,,Très bien,Très bien,Chef-d'oeuvre,,,,Très bien,,,Très bien,Très bien,Très bien,,,Chef-d'oeuvre,Chef-d'oeuvre,,,Très bien,Chef-d'oeuvre,Pas mal,Pas terrible,,,,,Très bien,Pas mal,,,Très bien,,,Très bien,,,,,,Pas mal,,Pas mal,,Très bien,,,,,Très bien,,Chef-d'oeuvre,,Chef-d'oeuvre,Très bien,Très bien,,,,Pas mal,Très bien,,,,Très bien,,Très bien,,Très bien,Pas terrible,,Très bien,,,Chef-d'oeuvre,,,Pas terrible,Chef-d'oeuvre
261563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190322,Chef-d'oeuvre,Très bien,,Très bien,Très bien,,Très bien,,,,,,,,,,,Très bien,Très bien,,,,,,,,Pas terrible,Chef-d'oeuvre,Très bien,Pas mal,,,,,Très bien,Très bien,,,Très bien,,,Très bien,,,,,,Pas terrible,Pas mal,Pas mal,,,,,Très bien,,Pas mal,,Très bien,,,Très bien,Très bien,,,,,Très bien,,,,Très bien,,,,,Très bien,,Chef-d'oeuvre,,,Très bien,,,,Pas mal
241421,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,,,,Très bien,,,,,,,Très bien,,,,,,,,,,,Très bien,,,,,Pas mal,,Pas mal
257034,,Pas mal,,Pas terrible,,,,,,Pas terrible,Pas mal,,,,,,,,,Pas mal,,,,,,,,,,Très bien,,,,,Pas mal,Très mauvais,,,,,,,,,,Très bien,,Pas terrible,,,,Pas mal,,Pas mal,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,Pas terrible,,,,Très bien,,,,,,,,Pas terrible,,Pas terrible
245656,,Très mauvais,,Pas terrible,,,,Pas mal,,,Très bien,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,Pas mal,,,,,,,,,,Pas mal,,,,,,,,,,Pas mal,,,,,,,Très mauvais,,
241680,Chef-d'oeuvre,Très bien,,Très bien,Très bien,,Chef-d'oeuvre,,Très bien,Très bien,,,,,Très bien,,,,Très bien,Chef-d'oeuvre,,Très bien,Très bien,Très bien,,,Très bien,,Chef-d'oeuvre,Chef-d'oeuvre,,,,,Très bien,Très bien,,,Très bien,,,Très bien,,,,Très bien,,Pas terrible,Chef-d'oeuvre,Pas mal,,Très bien,Très bien,Pas mal,,,Très bien,,Très bien,,,Chef-d'oeuvre,,,,,,Très bien,,,,Très bien,,Pas mal,,Très bien,Chef-d'oeuvre,,Chef-d'oeuvre,,,,,,Très bien,Très bien
224929,Très bien,Très bien,,Très bien,,,Très mauvais,Très bien,,Pas mal,Très bien,,,,,,,,,,,,,,,,Très bien,,,Très bien,,,,,Très bien,Pas mal,,,Pas terrible,,,Très bien,,,,Chef-d'oeuvre,,,,Très bien,,,,,,,Chef-d'oeuvre,,Pas mal,,,Très bien,Très bien,,,,Très bien,Très bien,,,,Pas terrible,Très bien,,,,Chef-d'oeuvre,,Très bien,,,,,Chef-d'oeuvre,Très bien,
228086,Très mauvais,Très bien,,,Pas terrible,,,Pas mal,,Très mauvais,,,,,,,,,,Chef-d'oeuvre,,,,,,,Très bien,,Très bien,Pas mal,,,,,Très bien,,,,Très bien,,,Pas terrible,,,,Pas mal,,Pas mal,Pas terrible,,,,,Pas mal,,,Très bien,,,,Chef-d'oeuvre,Pas mal,,,,,Pas mal,Pas mal,,,Très bien,Très bien,,,,Très bien,,,,,,Très bien,,Très bien,,Pas terrible
255532,,Pas mal,,,,,,,Pas mal,Pas terrible,,,,,,,,Très bien,Très bien,Très bien,,,,,,,Très bien,,Très bien,Pas mal,,,,,Chef-d'oeuvre,Pas terrible,,,Très bien,,,Très bien,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,,,,Très bien,,Très bien,,,,Pas mal,Très bien,Très bien,,,Pas mal,,,,Très bien,,,Pas mal,,,,,,,Pas mal
261634,Très bien,Pas mal,,Très bien,Très mauvais,,Très mauvais,,,,,,,,,,,,Très bien,Très bien,,,Pas terrible,,,,Pas mal,,Pas mal,Pas mal,,,,,Pas mal,Pas mal,,,Très bien,,,Très mauvais,,,,,,,,Pas mal,,,,,,,Pas mal,,,,Très bien,,,,,,,Pas terrible,,,,Très bien,,,,Très bien,Très mauvais,,Pas mal,,,,,,,Pas mal
58275,,Très mauvais,,,Très mauvais,,,,,Très mauvais,Très bien,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,Pas mal,,,,Très mauvais,,,Pas mal,,,,Pas terrible,,Très mauvais,,,,,,,,,Très bien,,,,,Pas terrible,,,,,Pas mal,Pas mal,,,Très bien,,,,,,Très mauvais,,,,,Très mauvais,,Pas mal,,Pas mal
267296,Très bien,,,Pas mal,Pas mal,,,,Pas mal,Très mauvais,Très bien,,,,,,,Très bien,Très bien,Pas mal,,,Pas terrible,,,,,Très bien,Pas mal,,,,,,Très bien,Pas terrible,,,Chef-d'oeuvre,,,Pas mal,,,,,,,,Pas terrible,,Pas mal,,,,,Pas mal,,,,Très bien,,Pas mal,,,,,Pas terrible,,,,Pas mal,,,,,,,Très bien,,,,,,,
250645,,,,Pas terrible,,,,,,Pas mal,,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,Très bien,,Pas terrible,,,,,,Pas terrible,,,Très bien,,,,,,,,,,Pas mal,Pas mal,,,,,,,,,,,,,,,,Pas terrible,,Pas mal
235828,Très mauvais,,,Très mauvais,Pas mal,,,,,,Très bien,,,,,,,,,,,Pas terrible,,,,,Très mauvais,,,,,,,,,Pas mal,,,,,,Pas mal,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,Très mauvais,,,,,,,
254955,Très bien,Très bien,,Pas terrible,,,Très bien,,,Pas mal,Très bien,,,,,,,Chef-d'oeuvre,,,,Très bien,,,,,Pas mal,,Très bien,,,,,,Très bien,Très bien,,,Très bien,,,Pas mal,,,,,,Chef-d'oeuvre,Pas mal,Pas terrible,,,,Très bien,,,Très bien,,Très bien,,,,,,,,,Pas mal,,,,Pas mal,,,,,Très bien,,,,,Très bien,,,,Très bien
