identifiant,release,nationalite,date_sortie_dvd,date_sortie_bluray,date_sortie_vod,type_film,budget,langues,format_production,couleur,format_audio,format_projection,recompenses,num_visa,duration,genre1,genre2,genre3,director,press_rating,press_reviews,spectators_rating,spectators_reviews,L’Écran fantastique,Les Cahiers du cinéma,Cinemateaser,Les Inrocks,Mad Movies,Positif,Première,Télérama,Transfuge,À voir à lire,Bande à part,Critikat,Culturebox,Culturopoing,Ecran large,Filmsactu,Journal du geek,La Septième obsession,LCI,Les Fiches du cinéma,IGN France,20 minutes,Charlie Hebdo,CNews,Les Dernières Nouvelles d’Alsace,Les Echos,L’Humanité,La Croix,La Voix du nord,Le Dauphiné Libéré,Le Figaro,Le JDD,Le Monde,Le Parisien,Le Point,Libération,Marianne,Nouvel Obs,Ouest France,Sud-Ouest,Biba,Closer,Elle,Femme actuelle,GQ,Marie-Claire,Paris Match,Public,Rolling Stone,Télé 2 semaines,Télé 7 jours,Téléloisirs,Voici
187890,en salle,,09/05/2012,09/05/2012,03/01/2015,Long métrage,5 800 000 EUR,Français,-,Couleur,-,-,1 prix et 9 nominations,127074,1h 51min,Drame,,,Cédric Kahn,"3,8",26,"3,1",2893,,,,,,Chef-d'oeuvre,Très bien,Très mauvais,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Chef-d'oeuvre,Pas mal,,,Chef-d'oeuvre,,,,Très bien,,,,,,,,,,
178357,en salle,,-,23/11/2011,13/11/2011,Long métrage,11 000 000 EUR,"Français, Espagnol",35mm,Couleur,Dolby SRD,2.35 : 1 Cinemascope,1 prix et 4 nominations,120426,1h 41min,Historique,Thriller,,Dominik Moll,"2,6",24,"2,3",1081,,,,,Pas terrible,Pas mal,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Pas terrible,Pas mal,Chef-d'oeuvre,,,Pas mal,,,,Très bien,,,,,,,,,,
175624,en salle,Inde,01/02/2013,-,17/09/2016,Long métrage,-,"Anglais, Hindi, Ourdou",-,Couleur,-,-,3 prix et 2 nominations,126037,2h 45min,Bollywood,Drame,,Karan Johar,"3,4",17,"4,1",1023,,,,,,Très bien,Très bien,Pas terrible,,,,,,,,,,,,,,,Pas mal,,,,,Pas terrible,,,,,Pas terrible,,,,,,,,,,Très bien,,,,,,,,,,
125318,en salle,France,16/02/2011,16/02/2011,01/02/2016,Long métrage,65 000 000 EUR,"Anglais, Français",-,Couleur,-,-,,-,1h 40min,Aventure,Animation,,Luc Besson,"2,9",12,"2,4",3779,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,Très mauvais,,,Pas mal,,,,,,,,,,,,,,
184706,en salle,France,-,18/01/2012,01/01/2016,Long métrage,-,Français,-,Couleur,-,2.35 : 1 Cinemascope,2 nominations,126585,1h 40min,Thriller,,,Frédéric Schoendoerffer,"2,3",12,"2,9",1665,,,,,,Très mauvais,,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,,,,,,Pas mal,,,,,,,,Pas terrible,,,,,,
173154,en salle,Grande-Bretagne,-,-,09/07/2011,Long métrage,-,Anglais,-,Couleur,-,-,1 prix et 3 nominations,-,1h 53min,Comédie,Drame,Historique,Nigel Cole,"3,7",22,"3,8",1575,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,Très bien,,Pas mal,Pas mal,Très bien,Très bien,,,Très bien,,,,Très bien,,,,Très bien,,,,,,
145150,en salle,Corée du Sud,28/01/2019,-,25/12/2010,Long métrage,-,Coréen,35mm,Couleur,"Dolby, Dolby Digital",1.85 : 1,1 prix et 5 nominations,126685,2h 19min,Drame,,,Lee Chang-Dong,"4,1",21,"3,7",999,,,,,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,Chef-d'oeuvre,Pas mal,Très bien,,,Très bien,,,,Très bien,,,,,,,,,,
183313,en salle,France,-,-,13/02/2011,Long métrage,-,Français,-,Couleur,-,-,1 prix et 3 nominations,124467,1h 42min,Drame,,,Benoit Jacquot,"3,6",21,"2,5",211,,,,,,Très bien,Pas terrible,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Très bien,Chef-d'oeuvre,Très bien,,,Pas mal,,,,Chef-d'oeuvre,,,,,,,,,,
135847,en salle,France,06/08/2011,06/08/2011,01/01/2016,Long métrage,15 000 000 EUR,Français,-,Couleur,-,-,2 nominations,121985,1h 27min,Animation,Comédie,,Zep,"3,4",17,"2,9",2074,,,,,,,Pas mal,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,Très bien,Très bien,,,,Très bien,,,,Pas terrible,,,,Très bien,,,,,,
58715,en salle,France,-,-,14/06/2011,Long métrage,-,Français,35mm,Couleur,Dolby SR,1.85 : 1,,114045,1h 42min,Policier,,,Cédric Anger,"2,3",18,"2,6",778,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,Très bien,Très bien,,Pas mal,,,Pas terrible,,,,Très bien,,,,,,,,,,
141699,en salle,U.S.A.,01/12/2024,-,07/04/2020,Long métrage,35 000 000 USD,Anglais,-,Couleur,-,-,,125992,1h 47min,Comédie,Romance,,Alan Poul,"2,2",5,"2,4",2342,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
179070,en salle,,-,-,08/06/2012,Long métrage,2 000 000 EUR,"ARABIC, Français, Hébreu",-,Couleur,-,-,3 prix et 8 nominations,118763,1h 39min,Drame,,,Thierry Binisti,"3,3",18,"4,0",838,,,,,,Pas mal,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,Chef-d'oeuvre,,,,,Pas mal,,,,Pas mal,,,,Très bien,,,,,,
134192,en salle,U.S.A.,-,-,24/10/2016,Long métrage,25 000 000 USD,Anglais,-,Couleur,-,-,,129904,1h 47min,Epouvante-horreur,Thriller,,Wes Craven,"2,2",10,"1,9",461,,,,,Très bien,,,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176563,en salle,France,-,-,26/09/2017,Long métrage,-,Français,-,Couleur,-,-,1 prix et 2 nominations,125906,1h 29min,Comédie,,,Maurice Barthélémy,"2,0",17,"1,6",1991,,,,,,,Pas terrible,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Très mauvais,Pas mal,Pas terrible,,,,Très mauvais,,,,,,,,Très bien,,,,,,
142905,en salle,France,-,-,30/11/2011,Long métrage,-,Français,-,Couleur,-,-,3 nominations,120880,1h 27min,Policier,Drame,,Pascal Elbé,"3,8",23,"2,8",1369,,,,,,Très bien,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas mal,Très bien,Très bien,Pas mal,,,Pas mal,,,,Très bien,,,,Très bien,,,,,,
182765,en salle,,01/12/2024,-,06/11/2011,Long métrage,9 200 000 EUR,"Anglais, Espagnol",35mm,Couleur,Dolby SRD,1.85 : 1,3 prix et 8 nominations,-,1h 34min,Animation,Musical,Romance,Fernando Trueba,"4,2",20,"3,8",649,,,,,,Chef-d'oeuvre,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,,Très bien,Chef-d'oeuvre,,Très bien,,,,Chef-d'oeuvre,,,,Pas mal,,,,,,
185164,en salle,France,-,-,22/02/2012,Long métrage,-,Français,-,Couleur,-,-,3 nominations,122674,1h 35min,Comédie,,,Olivier Horlait,"3,0",9,"3,4",365,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Pas terrible,,Pas mal,,,Pas mal,,,,,,,,,,,,,,
141509,en salle,U.S.A.,-,-,01/08/2014,Long métrage,36 000 000 USD,Anglais,35mm,Couleur,"Dolby Digital DTS, SDDS",2.35 : 1 Cinemascope,,127083,1h 39min,Comédie,Science Fiction,,Steve Pink,"2,2",5,"2,6",894,,,,,,,Très bien,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174540,en salle,,-,-,21/07/2019,Long métrage,7 500 000 EUR,Français,35mm,Couleur,Dolby SRD,1.85 : 1,2 nominations,124437,1h 37min,Policier,,,Frank Henry,"1,3",8,"1,4",302,,,,,,,Très mauvais,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,Très mauvais,,,,,,
177503,en salle,U.S.A.,-,-,01/02/2016,Long métrage,3 000 000 USD,"Anglais, Espagnol",-,Couleur,-,-,,127537,1h 31min,Epouvante-horreur,,,Tod Williams,"2,2",5,"2,0",3990,,,,,Très mauvais,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,,,,,,,,,,
178980,en salle,France,30/03/2017,-,-,Long métrage,-,"ARABIC, Français",-,Couleur,-,-,7 nominations,126007,1h 39min,Drame,Guerre,,Ismael Ferroukhi,"3,0",23,"2,9",577,,,,,,Très bien,Pas mal,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,Pas mal,Très bien,Pas terrible,,,Pas mal,,,,Très bien,,,,Pas mal,,,,,,
176554,en salle,France,-,-,01/10/2016,Long métrage,-,Français,35mm,Couleur,Dolby Digital,1.85 : 1,,122985,1h 55min,Comédie,Romance,,Laurent Firode,"2,0",4,"2,9",35,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
136101,en salle,,-,-,01/02/2016,Long métrage,20 000 000 USD,Anglais,35mm,Couleur,"Dolby Digital, DTS, SDDS",2.35 : 1 Cinemascope,,126147,1h 41min,Epouvante-horreur,Thriller,,Breck Eisner,"2,4",17,"2,7",2441,,,,,Très mauvais,,Pas terrible,Pas mal,,,,,,,,Pas terrible,,,,,,,Pas terrible,,,,,,,,,,Très mauvais,,,,,,Pas mal,,,,,,,,,,,,,,
187293,en salle,France,-,-,17/04/2012,Long métrage,-,Français,-,Couleur,-,-,1 prix et 2 nominations,122796,1h 42min,Comédie,,,Pierre Rambaldi,"2,3",17,"2,1",1294,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,Pas mal,,,,Pas terrible,,,,Pas mal,,,,,,,,,,
182539,en salle,U.S.A.,-,-,22/10/2011,Long métrage,-,Anglais,-,Couleur,-,-,1 prix et 2 nominations,129908,1h 44min,Western,,,Kelly Reichardt,"4,2",19,"3,0",610,,,,,,Très bien,Très bien,Très bien,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,,,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,
176732,en salle,Grande-Bretagne,-,13/10/2010,01/10/2021,Long métrage,-,Anglais,-,Couleur,-,-,,126025,1h 38min,Drame,Comédie musicale,,Max Giwa,"2,3",6,"3,1",1210,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189553,en salle,Norvège,26/05/2021,26/05/2021,29/11/2011,Long métrage,3 000 000 USD,Norvégien,-,Couleur,-,-,1 prix et 5 nominations,129597,1h 43min,Action,Aventure,Drame,André Øvredal,"2,6",9,"2,9",1388,,,,,Très mauvais,Pas terrible,Pas terrible,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
143664,en salle,,-,-,29/03/2011,Long métrage,22 000 000 USD,Anglais,-,Couleur,-,-,1 prix et 3 nominations,127470,1h 38min,Comédie,Drame,Romance,Woody Allen,"3,5",26,"2,7",3709,,,,,,Très bien,Pas mal,Chef-d'oeuvre,,,,,,,,Pas mal,,,,,,,,,,,,Très bien,,,,,Très bien,Chef-d'oeuvre,Pas mal,Très bien,Très bien,,Très bien,,,,Pas terrible,,,,Très bien,,,,,,
141694,en salle,U.S.A.,-,-,28/02/2017,Long métrage,-,Anglais,-,Couleur,-,-,,128536,1h 56min,Comédie,Romance,,James L. Brooks,"2,9",10,"1,8",1362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Très mauvais,,,Pas terrible,,,Pas terrible,,,,,,,,,,,,,,
142643,en salle,,16/05/2017,-,11/12/2010,Long métrage,-,Anglais,-,Couleur,-,-,8 nominations,116368,1h 40min,Comédie dramatique,,,Julie Bertuccelli,"3,4",22,"3,4",1369,,,,,,Très bien,Pas mal,Très mauvais,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Très bien,Chef-d'oeuvre,Très bien,Très bien,Très bien,,,,,,Chef-d'oeuvre,,,,,,,,,,
178550,en salle,France,-,15/11/2011,21/07/2019,Long métrage,6 500 000 EUR,"Français, Allemand",-,Couleur,-,-,4 nominations,126 140,1h 33min,Drame,Famille,,Bruno Chiche,"2,9",17,"3,2",487,,,,,,,Pas mal,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,Pas terrible,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,Pas mal,,,,,,,,,,
141339,en salle,U.S.A.,01/12/2011,01/12/2011,01/12/2024,Long métrage,20 000 000 USD,Anglais,-,Couleur,-,-,,-,1h 31min,Drame,Epouvante-horreur,Thriller,Antti Jokinen,"1,4",5,"1,8",841,,,,,Très mauvais,,,Pas terrible,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171229,en salle,Grande-Bretagne,28/01/2019,-,14/11/2010,Long métrage,-,Anglais,35mm,Couleur,"Dolby Digital, SDDS",2.35 : 1 Cinemascope,2 nominations,126660,1h 49min,Comédie,,,Stephen Frears,"4,0",22,"3,3",4517,,,,,,Très bien,Très bien,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Très bien,Très bien,,,Très bien,,Très bien,,,,Très bien,,,,Très bien,,,,,,
180924,en salle,,-,-,04/09/2011,Long métrage,-,Italien,-,Couleur,-,-,2 prix et 2 nominations,-,1h 58min,Drame,,,Saverio Costanzo,"3,1",20,"3,0",391,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,Chef-d'oeuvre,,,,,Très bien,,,,,Pas terrible,,,Pas mal,,,,,,,,,,,,,,,,,
185767,en salle,France,06/12/2011,06/12/2011,06/12/2011,Long métrage,-,Français,-,Couleur,-,-,,124203,1h 26min,Comédie,,,Julien Baillargeon,"1,8",5,"1,3",163,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,,,,
135821,en salle,U.S.A.,-,-,28/07/2017,Long métrage,-,Anglais,-,Couleur,-,-,,126412,1h 49min,Comédie,Musical,,Nicholas Stoller,"3,2",11,"2,8",1876,,,,,,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,,,,,,,,Pas mal,,,,,,,,,,
183098,en salle,France,28/06/2011,-,17/05/2011,Long métrage,-,Français,-,Couleur,-,-,,-,1h 31min,Espionnage,Thriller,,Jérôme Le Maire,"1,5",17,"1,7",1086,,,,,,,Très mauvais,Très mauvais,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Pas terrible,Très mauvais,,,Très mauvais,,,,,,,,,,,,,,
184006,en salle,Chine,23/08/2011,-,24/02/2014,Long métrage,13 000 000 USD,"Cantonais, Chinois",-,Couleur,-,-,1 prix et 5 nominations,234 726,2h 03min,Action,Thriller,,Tsui Hark,"4,1",23,"3,2",2376,,,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,Très bien,,Chef-d'oeuvre,Très bien,,Pas mal,,,,,,,,,,,,,,
191823,en salle,Japon,-,-,-,Long métrage,-,Japonais,-,Couleur,-,-,1 prix et 3 nominations,131429,2h 06min,Animation,Drame,Fantastique,Keiichi Hara,"3,6",16,"4,1",1076,,,,,Très bien,,Pas mal,Très bien,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,,,Pas mal,,,,,,,,,,,Pas mal,,,,,,
57242,en salle,,06/09/2011,-,22/11/2018,Long métrage,-,Français,-,Couleur,-,-,2 prix et 4 nominations,-,1h 27min,Comédie dramatique,,,Stéphanie Chuat,"3,0",15,"3,1",82,,,,,,Pas terrible,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Très bien,Chef-d'oeuvre,,Pas mal,,,,,,,,,,,Très bien,,,,,,
185086,en salle,Italie,30/11/2024,30/11/2024,01/01/2016,Long métrage,-,Italien,35mm,Couleur,-,-,,126289,1h 44min,Comédie,,,Luca Miniero,"1,7",15,"1,8",258,,,,,,Très mauvais,,Pas terrible,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très mauvais,,Pas terrible,,Très mauvais,,Très mauvais,,,,Très mauvais,,,,,,,,,,
180375,en salle,Japon,18/11/2015,01/04/2011,07/02/2022,Long métrage,-,Japonais,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,2 nominations,127706,1h 49min,Action,Drame,Thriller,Takeshi Kitano,"2,7",20,"3,2",742,,,,,,Pas terrible,,Pas terrible,,,,,,,,Très bien,,,,,,,Très bien,,,,,,,,,,Pas terrible,,Pas terrible,Pas terrible,,,Pas terrible,,,,,,,,Très bien,,,,,,
182996,en salle,,-,-,20/03/2018,Long métrage,4 700 000 EUR,Français,-,Couleur,-,-,1 prix et 8 nominations,121558,1h 31min,Drame,,,Jean-Marc Moutout,"3,5",26,"3,2",1061,,,,,,Pas mal,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Pas terrible,Chef-d'oeuvre,Chef-d'oeuvre,Pas mal,,,Pas mal,,,,Très bien,,,,Très bien,,,,,,
177409,en salle,,-,26/10/2011,26/10/2011,Long métrage,-,Espagnol,-,Couleur,-,-,5 prix et 14 nominations,124469,1h 47min,Comédie,Comédie dramatique,Drame,Álex de la Iglesia,"3,2",24,"3,3",1036,,,,,Chef-d'oeuvre,Pas terrible,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,Pas mal,,,,,,,,,,Très bien,,,Très mauvais,,,,,,,,,,,Chef-d'oeuvre,,,,,,
141329,en salle,U.S.A.,-,-,11/10/2023,Long métrage,10 000 000 USD,Anglais,35mm,Couleur,Dolby Digital,2.35 : 1 Cinemascope,2 nominations,127424,1h 46min,Biopic,,,Floria Sigismondi,"3,6",20,"3,7",2320,,,,,,,Pas mal,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,Chef-d'oeuvre,Très bien,Pas mal,,,Très bien,,,,,,,,,,,,,,
145533,en salle,,01/12/2024,01/12/2024,01/02/2016,Long métrage,-,Anglais,35mm,Couleur,"Dolby Digital, Dolby SR, DTS",1.85 : 1,,126756,1h 35min,Drame,,,Joel Schumacher,"1,5",13,"2,3",1511,,,,,,,Très mauvais,Pas terrible,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,Très mauvais,Pas terrible,Très mauvais,,,,,,,,,,,,Pas mal,,,,,,
138449,en VOD,,-,-,01/02/2016,Long métrage,25 000 000 USD,Anglais,-,Couleur,-,-,2 nominations,-,1h 39min,Epouvante-horreur,Thriller,,Troy Nixey,"1,0",1,"2,3",674,,,,,,,,,,,,,,,,Très mauvais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145920,en salle,U.S.A.,-,30/11/2024,18/12/2023,Long métrage,22 000 000 USD,Anglais,-,Couleur,-,-,,129779,1h 45min,Drame,Thriller,,John Curran,"1,9",13,"1,5",1597,,,,,,Pas terrible,Pas mal,Très mauvais,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,Pas mal,,,,,,Pas terrible,,,,,,,,,,,,,,
140496,en salle,France,29/09/2016,29/09/2016,30/10/2010,Long métrage,4 150 000 EUR,"Anglais, Français",35mm,Couleur,Dolby Digital,1.85 : 1,1 prix et 12 nominations,120962,1h 51min,Comédie,Drame,,Mathieu Amalric,"4,4",24,"3,1",2398,,,,,,Très bien,Chef-d'oeuvre,Chef-d'oeuvre,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Chef-d'oeuvre,Très bien,Très bien,,Chef-d'oeuvre,,Très bien,,,,Chef-d'oeuvre,,,,Très bien,,,,,,
178071,en salle,Chine,-,-,04/08/2017,Long métrage,-,Mandarin,"35mm, HD",Couleur,Dolby Digital,2.35 : 1 Cinemascope,,-,1h 54min,Action,Historique,,Woo-Ping Yuen,"2,8",12,"2,9",347,,,,,Très bien,,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,
179169,en salle,,-,-,01/03/2020,Long métrage,-,"Français, Portugais",-,Couleur,-,-,1 prix et 4 nominations,127131,4h 32min,Drame,Romance,,Raoul Ruiz,"4,5",22,"3,8",393,,,,,,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Chef-d'oeuvre,Chef-d'oeuvre,Chef-d'oeuvre,Très bien,Chef-d'oeuvre,,,,,,Très bien,,,,Très bien,,,,,,
186644,en salle,Nouvelle-Zélande,-,-,-,Long métrage,-,Anglais,-,Couleur,-,-,,134541,1h 28min,Comédie,Drame,,Taika Waititi,"3,6",11,"4,0",185,,,,,,,Très bien,Pas mal,,,,,,,,,,,,,,,,,,,,Très bien,,,,,Très bien,,,,,,,,,,,,,,,,,,,,
125315,en salle,U.S.A.,10/05/2017,-,17/08/2011,Long métrage,-,Anglais,-,Couleur,-,-,7 nominations,128421,1h 32min,Drame,,,John Cameron Mitchell,"3,4",24,"3,3",1140,,,,,,Pas mal,Très bien,Très bien,,,,,,,,Chef-d'oeuvre,,,,,,,,,,,,Pas mal,,,,,Pas mal,Très bien,Très bien,Très bien,,,Pas mal,,,,Très bien,,,,,,,,,,
128902,en salle,,31/05/2020,-,18/11/2016,Long métrage,4 500 000 EUR,"Anglais, Français, Italien",35mm,Couleur,Dolby SRD,1.85 : 1,1 prix et 4 nominations,123494,1h 46min,Drame,,,Abbas Kiarostami,"4,1",22,"2,6",905,,,,,,Très bien,Très bien,Très bien,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Chef-d'oeuvre,Très bien,Pas mal,Très bien,Chef-d'oeuvre,,,,,,Très bien,,,,Très bien,,,,,,
136835,en salle,France,-,-,02/02/2012,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.33 : 1,,124371,1h 36min,Policier,Thriller,,Tristan Aurouet,"2,1",10,"1,8",195,,,,,,Très mauvais,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,Pas terrible,,,,,,,,,,,,,,,,,,,
179492,en salle,Italie,-,-,01/09/2018,Long métrage,-,Italien,-,Couleur,-,-,4 nominations,126430,1h 50min,Comédie,Drame,,Ferzan Özpetek,"2,4",11,"3,6",1036,,,,,,Pas terrible,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Pas terrible,,Pas mal,,,Pas mal,,,,,,,,,,,,,,
130427,en salle,,-,-,24/03/2011,Long métrage,18 000 000 USD,Français,35mm,Couleur,"Dolby SR, Dolby SRD",1.85 : 1,1 prix et 5 nominations,122241,1h 38min,Comédie dramatique,,,Sam Garbarski,"2,6",17,"3,2",295,,,,,,,,Très bien,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Très mauvais,,Très bien,Pas mal,,,Très mauvais,,,,,,,,Pas mal,,,,,,
179426,en salle,,-,18/01/2011,15/12/2014,Long métrage,2 000 000 USD,Anglais,-,Couleur,-,-,3 nominations,127037,1h 27min,Epouvante-horreur,,,Daniel Stamm,"2,9",18,"1,7",2175,,,,,Très bien,,Très mauvais,Pas terrible,,,,,,,,Pas mal,,,,,,,,,,,,,,,,,Pas mal,Chef-d'oeuvre,,Pas mal,,,Pas terrible,,,,Très bien,,,,Très bien,,,,,,
182031,en salle,France,-,-,09/07/2011,Long métrage,-,"ARABIC, Anglais, Français",-,Couleur,-,-,,125 794,1h 38min,Drame,Évènement Sportif,,Régis Wargnier,"2,2",21,"2,9",449,,,,,,Pas mal,Très mauvais,Pas terrible,,,,,,,,Pas terrible,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Très bien,Très bien,Pas mal,,,Pas mal,,,,,,,,,,,,,,
139378,en salle,,-,-,01/11/2017,Long métrage,6 500 000 EUR,Français,35mm,Couleur,missing__Format.Sound.DolbySrDdts,1.85 : 1,,104817,1h 35min,Thriller,,,Christophe Blanc,"2,5",21,"2,0",957,,,,,,Très mauvais,Pas terrible,Très bien,,,,,,,,Pas terrible,,,,,,,,,,,,Pas terrible,,,,,Pas mal,Très bien,Pas terrible,,,,Pas mal,,,,,,,,Pas mal,,,,,,
133717,en salle,,14/02/2019,-,20/05/2010,Long métrage,-,Français,35mm,Couleur,Dolby SRD,1.85 : 1,,113869,1h 33min,Policier,Thriller,,Frédéric Mermoud,"3,4",20,"3,4",936,,,,,,Pas mal,Très bien,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,Pas mal,Très bien,Pas mal,Pas mal,,,Pas mal,,,,,,,,Pas mal,,,,,,
176562,en salle,France,-,06/04/2011,01/01/2011,Long métrage,-,Français,-,Couleur,-,-,,122689,1h 45min,Comédie dramatique,,,Marc Esposito,"2,4",19,"3,4",1216,,,,,,Pas mal,Pas terrible,Pas mal,,,,,,,,Pas mal,,,,,,,,,,,,Pas mal,,,,,Pas mal,Pas mal,Très bien,,,,Très mauvais,,,,,,,,Pas mal,,,,,,
181081,en salle,Allemagne,30/11/2024,09/06/2011,21/02/2024,Long métrage,-,Allemand,-,Couleur,-,-,3 nominations,128287,1h 33min,Animation,Famille,,Reinhard Klooss,"1,9",12,"2,2",606,,,,,,,Pas terrible,Pas mal,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,Pas terrible,,,,,,,,,,,,,,
140136,en salle,U.S.A.,-,-,27/11/2023,Long métrage,75 000 000 USD,Anglais,-,Couleur,-,-,,126439,1h 40min,Comédie,Thriller,,Robert Luketic,"1,8",12,"2,3",4255,,,,,,,Pas terrible,,,,,,,,,,,,,,,,,,,,,,,,,,Pas terrible,,,,,,Pas terrible,,,,,,,,Pas mal,,,,,,
180385,en salle,Suède,01/12/2024,17/08/2011,01/11/2017,Long métrage,-,"Anglais, Allemand, Serbe, Espagnol, Suédois",-,Couleur,-,-,2 nominations,-,2h 04min,Drame,Thriller,,Daniel Espinosa,"3,4",20,"2,9",641,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,,,,,,,,,,,,,Pas mal,,,,,Très bien,Très bien,Très bien,Très bien,,,,,,,,,,,Pas mal,,,,,,
136044,en salle,U.S.A.,-,-,14/10/2017,Long métrage,20 000 000 USD,"Anglais, Allemand",-,Couleur,-,-,1 prix et 1 nomination,129804,2h 00min,Drame,Thriller,,John Madden,"2,9",19,"3,5",1787,,,,,,Pas mal,Pas mal,Pas mal,,,,,,,,Très bien,,,,,,,,,,,,Très bien,,,,,Pas terrible,Pas mal,,,,,Pas mal,,,,,,,,Très bien,,,,,,
